sku,stock,fecha
A69,11560,2022-02-01
A69,4400,2022-03-01
A69,3000,2022-04-01
A69,2560,2022-05-01
A69,2000,2022-06-01
A69,1560,2022-07-01
A69,4880,2022-08-01
A69,4440,2022-09-01
A69,3760,2022-10-01
A69,2640,2022-11-01
A69,1480,2022-12-01
A69,11680,2023-01-01
A69,9280,2023-02-01
A69,7840,2023-03-01
A69,6360,2023-04-01
A69,5280,2023-05-01
A69,3920,2023-06-01
A69,1560,2023-07-01
A69,720,2023-08-01
A69,560,2023-09-01
A69,240,2023-10-01
A69,600,2023-11-01
A69,3040,2023-12-01
A69,480,2024-01-01
A69,320,2024-02-01
A69,0,2024-03-01
A69,240,2024-04-01
A69,0,2024-05-01
A69,0,2024-06-01
A69,0,2024-07-01
A69,200,2024-08-01
A69,0,2024-09-01
A69,200,2024-10-01
A69,120,2024-11-01
A69,160,2024-12-01
A70,200800,2022-01-01
A70,186960,2022-02-01
A70,157480,2022-03-01
A70,147480,2022-04-01
A70,135760,2022-05-01
A70,132040,2022-06-01
A70,17720,2022-07-01
A70,15760,2022-08-01
A70,13720,2022-09-01
A70,13440,2022-10-01
A70,36400,2022-11-01
A70,94400,2022-12-01
A70,97880,2023-01-01
A70,95560,2023-02-01
A70,93280,2023-03-01
A70,95920,2023-04-01
A70,93760,2023-05-01
A70,92240,2023-06-01
A70,112440,2023-07-01
A70,110960,2023-08-01
A70,105880,2023-09-01
A70,92320,2023-10-01
A70,84760,2023-11-01
A70,80960,2023-12-01
A70,67720,2024-01-01
A70,64400,2024-02-01
A70,55920,2024-03-01
A70,54440,2024-04-01
A70,49520,2024-05-01
A70,46360,2024-06-01
A70,24000,2024-07-01
A70,20040,2024-08-01
A70,18040,2024-09-01
A70,24560,2024-10-01
A70,22240,2024-11-01
A70,30160,2024-12-01
A71,216360,2022-01-01
A71,199880,2022-02-01
A71,167680,2022-03-01
A71,160640,2022-04-01
A71,124840,2022-05-01
A71,117160,2022-06-01
A71,149120,2022-07-01
A71,141440,2022-08-01
A71,139240,2022-09-01
A71,134800,2022-10-01
A71,128480,2022-11-01
A71,124280,2022-12-01
A71,17320,2023-01-01
A71,2440,2023-02-01
A71,1000,2023-03-01
A71,640,2023-04-01
A71,600,2023-05-01
A71,480,2023-06-01
A71,18080,2023-07-01
A71,7560,2023-08-01
A71,4280,2023-09-01
A71,1400,2023-10-01
A71,2400,2023-11-01
A71,760,2023-12-01
A71,2880,2024-01-01
A71,280,2024-02-01
A71,6800,2024-03-01
A71,7200,2024-04-01
A71,24520,2024-05-01
A71,27000,2024-06-01
A71,43840,2024-07-01
A71,27040,2024-08-01
A71,12160,2024-09-01
A71,49000,2024-10-01
A71,38400,2024-11-01
A71,52560,2024-12-01
A72,373160,2022-01-01
A72,351160,2022-02-01
A72,311920,2022-03-01
A72,301800,2022-04-01
A72,267120,2022-05-01
A72,259080,2022-06-01
A72,251080,2022-07-01
A72,245880,2022-08-01
A72,241920,2022-09-01
A72,224160,2022-10-01
A72,189000,2022-11-01
A72,173640,2022-12-01
A72,84640,2023-01-01
A72,24480,2023-02-01
A72,16040,2023-03-01
A72,9000,2023-04-01
A72,7840,2023-05-01
A72,4400,2023-06-01
A72,28600,2023-07-01
A72,16600,2023-08-01
A72,7000,2023-09-01
A72,2320,2023-10-01
A72,12760,2023-11-01
A72,12200,2023-12-01
A72,31920,2024-01-01
A72,15520,2024-02-01
A72,40760,2024-03-01
A72,36160,2024-04-01
A72,75760,2024-05-01
A72,119520,2024-06-01
A72,96160,2024-07-01
A72,104880,2024-08-01
A72,89080,2024-09-01
A72,91480,2024-10-01
A72,80400,2024-11-01
A72,118160,2024-12-01
A73,14840,2022-01-01
A73,14200,2022-02-01
A73,12760,2022-03-01
A73,11920,2022-04-01
A73,11400,2022-05-01
A73,10800,2022-06-01
A73,9760,2022-07-01
A73,9640,2022-08-01
A73,9160,2022-09-01
A73,9040,2022-10-01
A73,8160,2022-11-01
A73,6840,2022-12-01
A73,6240,2023-01-01
A73,11120,2023-02-01
A73,10920,2023-03-01
A73,10240,2023-04-01
A73,9800,2023-05-01
A73,9600,2023-06-01
A73,8880,2023-07-01
A73,8360,2023-08-01
A73,7880,2023-09-01
A73,7520,2023-10-01
A73,7040,2023-11-01
A73,6320,2023-12-01
A73,5400,2024-01-01
A73,5120,2024-02-01
A73,4880,2024-03-01
A73,3560,2024-04-01
A73,3160,2024-05-01
A73,3080,2024-06-01
A73,2760,2024-07-01
A73,2360,2024-08-01
A73,2200,2024-09-01
A73,1680,2024-10-01
A73,1400,2024-11-01
A73,1360,2024-12-01
A74,923200,2022-01-01
A74,843560,2022-02-01
A74,780280,2022-03-01
A74,904120,2022-04-01
A74,864520,2022-05-01
A74,849920,2022-06-01
A74,819560,2022-07-01
A74,807440,2022-08-01
A74,797640,2022-09-01
A74,745760,2022-10-01
A74,659560,2022-11-01
A74,609880,2022-12-01
A74,371200,2023-01-01
A74,193040,2023-02-01
A74,97720,2023-03-01
A74,13840,2023-04-01
A74,6360,2023-05-01
A74,4840,2023-06-01
A74,77800,2023-07-01
A74,32200,2023-08-01
A74,8240,2023-09-01
A74,880,2023-10-01
A74,21640,2023-11-01
A74,12680,2023-12-01
A74,4080,2024-01-01
A74,10680,2024-02-01
A74,13640,2024-03-01
A74,10480,2024-04-01
A74,93280,2024-05-01
A74,82840,2024-06-01
A74,133040,2024-07-01
A74,93120,2024-08-01
A74,56080,2024-09-01
A74,138480,2024-10-01
A74,107400,2024-11-01
A74,97840,2024-12-01
A75,3520,2022-01-01
A75,2360,2022-02-01
A75,320,2022-03-01
A75,0,2022-04-01
A75,0,2022-05-01
A75,120,2022-06-01
A75,80,2022-07-01
A75,7880,2022-08-01
A75,5640,2022-09-01
A75,5080,2022-10-01
A75,3880,2022-11-01
A75,2040,2022-12-01
A75,1520,2023-01-01
A75,1680,2023-02-01
A75,800,2023-03-01
A75,640,2023-04-01
A75,13920,2023-05-01
A75,10640,2023-06-01
A75,5760,2023-07-01
A75,3640,2023-08-01
A75,3360,2023-09-01
A75,2920,2023-10-01
A75,2520,2023-11-01
A75,2440,2023-12-01
A75,2360,2024-01-01
A75,2160,2024-02-01
A75,1640,2024-03-01
A75,680,2024-04-01
A75,480,2024-05-01
A75,240,2024-06-01
A75,80,2024-07-01
A75,40,2024-08-01
A75,0,2024-09-01
A75,0,2024-10-01
A75,0,2024-11-01
A75,0,2024-12-01
A76,320,2022-01-01
A76,120,2022-02-01
A76,80,2022-03-01
A76,0,2022-04-01
A76,0,2022-05-01
A76,0,2022-06-01
A76,40,2022-07-01
A76,4600,2022-08-01
A76,3480,2022-09-01
A76,2880,2022-10-01
A76,1080,2022-11-01
A76,760,2022-12-01
A76,520,2023-01-01
A76,360,2023-02-01
A76,280,2023-03-01
A76,240,2023-04-01
A76,0,2023-05-01
A76,200,2023-06-01
A76,0,2023-07-01
A76,0,2023-08-01
A76,3720,2023-09-01
A76,2840,2023-10-01
A76,2200,2023-11-01
A76,2680,2023-12-01
A76,1040,2024-01-01
A76,880,2024-02-01
A76,840,2024-03-01
A76,160,2024-04-01
A76,0,2024-05-01
A76,0,2024-06-01
A76,0,2024-07-01
A76,0,2024-08-01
A76,0,2024-09-01
A76,0,2024-10-01
A76,0,2024-11-01
A76,0,2024-12-01
A77,0,2022-01-01
A77,1320,2022-02-01
A77,960,2022-03-01
A77,1120,2022-04-01
A77,1080,2022-05-01
A77,0,2022-06-01
A77,0,2022-07-01
A77,2520,2022-08-01
A77,1120,2022-09-01
A77,1080,2022-10-01
A77,880,2022-11-01
A77,3760,2022-12-01
A77,1400,2023-01-01
A77,800,2023-02-01
A77,320,2023-03-01
A77,160,2023-04-01
A77,120,2023-05-01
A77,40,2023-06-01
A77,0,2023-07-01
A77,0,2023-08-01
A77,0,2023-09-01
A77,0,2023-10-01
A77,0,2023-11-01
A77,0,2023-12-01
A77,0,2024-01-01
A77,0,2024-02-01
A77,0,2024-03-01
A77,0,2024-04-01
A77,0,2024-05-01
A77,0,2024-06-01
A77,0,2024-07-01
A77,0,2024-08-01
A77,0,2024-09-01
A77,0,2024-10-01
A77,80,2024-11-01
A77,0,2024-12-01
A78,800,2022-01-01
A78,680,2022-02-01
A78,400,2022-03-01
A78,480,2022-04-01
A78,440,2022-05-01
A78,320,2022-06-01
A78,240,2022-07-01
A78,1120,2022-08-01
A78,80,2022-09-01
A78,0,2022-10-01
A78,0,2022-11-01
A78,0,2022-12-01
A78,2640,2023-01-01
A78,960,2023-02-01
A78,640,2023-03-01
A78,560,2023-04-01
A78,480,2023-05-01
A78,0,2023-06-01
A78,0,2023-07-01
A78,0,2023-08-01
A78,0,2023-09-01
A78,400,2023-10-01
A78,360,2023-11-01
A78,280,2023-12-01
A78,0,2024-01-01
A78,200,2024-02-01
A78,0,2024-03-01
A78,120,2024-04-01
A78,0,2024-05-01
A78,0,2024-06-01
A78,0,2024-07-01
A78,0,2024-08-01
A78,0,2024-09-01
A78,0,2024-10-01
A78,0,2024-11-01
A78,0,2024-12-01
A79,2000,2022-01-01
A79,1880,2022-02-01
A79,1640,2022-03-01
A79,320,2022-04-01
A79,80,2022-05-01
A79,0,2022-06-01
A79,0,2022-07-01
A79,4360,2022-08-01
A79,3680,2022-09-01
A79,3200,2022-10-01
A79,1400,2022-11-01
A79,1040,2022-12-01
A79,11680,2023-01-01
A79,9200,2023-02-01
A79,6240,2023-03-01
A79,4720,2023-04-01
A79,2600,2023-05-01
A79,1760,2023-06-01
A79,600,2023-07-01
A79,480,2023-08-01
A79,2560,2023-09-01
A79,1240,2023-10-01
A79,2400,2023-11-01
A79,2640,2023-12-01
A79,120,2024-01-01
A79,0,2024-02-01
A79,0,2024-03-01
A79,0,2024-04-01
A79,0,2024-05-01
A79,0,2024-06-01
A79,0,2024-07-01
A79,0,2024-08-01
A79,0,2024-09-01
A79,0,2024-10-01
A79,0,2024-11-01
A79,0,2024-12-01
A80,3280,2022-01-01
A80,1240,2022-02-01
A80,0,2022-03-01
A80,0,2022-04-01
A80,0,2022-05-01
A80,0,2022-06-01
A80,0,2022-07-01
A80,0,2022-08-01
A80,0,2022-09-01
A80,0,2022-10-01
A80,0,2022-11-01
A80,280,2022-12-01
A80,3240,2023-01-01
A80,1120,2023-02-01
A80,520,2023-03-01
A80,0,2023-04-01
A80,0,2023-05-01
A80,480,2023-06-01
A80,0,2023-07-01
A80,0,2023-08-01
A80,0,2023-09-01
A80,0,2023-10-01
A80,0,2023-11-01
A80,0,2023-12-01
A80,0,2024-01-01
A80,0,2024-02-01
A80,0,2024-03-01
A80,0,2024-04-01
A80,0,2024-05-01
A80,0,2024-06-01
A80,0,2024-07-01
A80,0,2024-08-01
A80,0,2024-09-01
A80,0,2024-10-01
A80,440,2024-11-01
A80,0,2024-12-01
A81,7160,2022-01-01
A81,5480,2022-02-01
A81,2480,2022-03-01
A81,4920,2022-04-01
A81,1640,2022-05-01
A81,1560,2022-06-01
A81,720,2022-07-01
A81,440,2022-08-01
A81,7920,2022-09-01
A81,6240,2022-10-01
A81,3680,2022-11-01
A81,3200,2022-12-01
A81,2520,2023-01-01
A81,9000,2023-02-01
A81,5000,2023-03-01
A81,3800,2023-04-01
A81,1720,2023-05-01
A81,280,2023-06-01
A81,160,2023-07-01
A81,120,2023-08-01
A81,320,2023-09-01
A81,560,2023-10-01
A81,1280,2023-11-01
A81,1800,2023-12-01
A81,5880,2024-01-01
A81,12160,2024-02-01
A81,18680,2024-03-01
A81,15200,2024-04-01
A81,24240,2024-05-01
A81,21960,2024-06-01
A81,19320,2024-07-01
A81,17880,2024-08-01
A81,14400,2024-09-01
A81,8960,2024-10-01
A81,5880,2024-11-01
A81,5480,2024-12-01
A82,0,2022-01-01
A82,0,2022-02-01
A82,218,2022-03-01
A82,180,2022-04-01
A82,143,2022-05-01
A82,150,2022-06-01
A82,272,2022-07-01
A82,168,2022-08-01
A82,160,2022-09-01
A82,136,2022-10-01
A82,139,2022-11-01
A82,53,2022-12-01
A82,56,2023-01-01
A82,69,2023-02-01
A82,46,2023-03-01
A82,34,2023-04-01
A82,94,2023-05-01
A82,34,2023-06-01
A82,0,2023-07-01
A82,0,2023-08-01
A82,86,2023-09-01
A82,27,2023-10-01
A82,34,2023-11-01
A82,34,2023-12-01
A82,29,2024-01-01
A82,51,2024-02-01
A82,11,2024-03-01
A82,38,2024-04-01
A82,32,2024-05-01
A82,14,2024-06-01
A82,26,2024-07-01
A82,35,2024-08-01
A82,46,2024-09-01
A82,3,2024-10-01
A82,34,2024-11-01
A82,8,2024-12-01
A83,3160,2022-01-01
A83,1960,2022-02-01
A83,320,2022-03-01
A83,2240,2022-04-01
A83,480,2022-05-01
A83,200,2022-06-01
A83,120,2022-07-01
A83,80,2022-08-01
A83,17320,2022-09-01
A83,12320,2022-10-01
A83,7360,2022-11-01
A83,5320,2022-12-01
A83,3600,2023-01-01
A83,11680,2023-02-01
A83,8200,2023-03-01
A83,3600,2023-04-01
A83,4720,2023-05-01
A83,440,2023-06-01
A83,200,2023-07-01
A83,6440,2023-08-01
A83,920,2023-09-01
A83,3000,2023-10-01
A83,7080,2023-11-01
A83,8080,2023-12-01
A83,19640,2024-01-01
A83,35520,2024-02-01
A83,41840,2024-03-01
A83,26600,2024-04-01
A83,45600,2024-05-01
A83,57800,2024-06-01
A83,47600,2024-07-01
A83,41880,2024-08-01
A83,39320,2024-09-01
A83,42560,2024-10-01
A83,32520,2024-11-01
A83,34880,2024-12-01
A84,0,2022-01-01
A84,0,2022-02-01
A84,0,2022-03-01
A84,46,2022-04-01
A84,33,2022-05-01
A84,0,2022-06-01
A84,0,2022-07-01
A84,0,2022-08-01
A84,33,2022-09-01
A84,24,2022-10-01
A84,0,2022-11-01
A84,9,2022-12-01
A84,8,2023-01-01
A84,19,2023-02-01
A84,16,2023-03-01
A84,2,2023-04-01
A84,70,2023-05-01
A84,0,2023-06-01
A84,0,2023-07-01
A84,0,2023-08-01
A84,21,2023-09-01
A84,0,2023-10-01
A84,0,2023-11-01
A84,12,2023-12-01
A84,46,2024-01-01
A84,17,2024-02-01
A84,26,2024-03-01
A84,31,2024-04-01
A84,34,2024-05-01
A84,11,2024-06-01
A84,50,2024-07-01
A84,7,2024-08-01
A84,14,2024-09-01
A84,12,2024-10-01
A84,30,2024-11-01
A84,21,2024-12-01
A85,4040,2022-01-01
A85,2880,2022-02-01
A85,1120,2022-03-01
A85,4400,2022-04-01
A85,3280,2022-05-01
A85,2200,2022-06-01
A85,1560,2022-07-01
A85,800,2022-08-01
A85,6760,2022-09-01
A85,5240,2022-10-01
A85,3560,2022-11-01
A85,2800,2022-12-01
A85,2560,2023-01-01
A85,13400,2023-02-01
A85,9800,2023-03-01
A85,8400,2023-04-01
A85,4640,2023-05-01
A85,1480,2023-06-01
A85,120,2023-07-01
A85,3200,2023-08-01
A85,1160,2023-09-01
A85,560,2023-10-01
A85,3120,2023-11-01
A85,2520,2023-12-01
A85,9080,2024-01-01
A85,11160,2024-02-01
A85,19080,2024-03-01
A85,11520,2024-04-01
A85,20920,2024-05-01
A85,22720,2024-06-01
A85,20360,2024-07-01
A85,12680,2024-08-01
A85,14080,2024-09-01
A85,18640,2024-10-01
A85,16480,2024-11-01
A85,14480,2024-12-01
A86,0,2022-01-01
A86,0,2022-02-01
A86,0,2022-03-01
A86,107,2022-04-01
A86,0,2022-05-01
A86,0,2022-06-01
A86,99,2022-07-01
A86,53,2022-08-01
A86,51,2022-09-01
A86,27,2022-10-01
A86,56,2022-11-01
A86,28,2022-12-01
A86,10,2023-01-01
A86,42,2023-02-01
A86,30,2023-03-01
A86,0,2023-04-01
A86,25,2023-05-01
A86,22,2023-06-01
A86,9,2023-07-01
A86,0,2023-08-01
A86,46,2023-09-01
A86,36,2023-10-01
A86,22,2023-11-01
A86,15,2023-12-01
A86,12,2024-01-01
A86,7,2024-02-01
A86,0,2024-03-01
A86,0,2024-04-01
A86,0,2024-05-01
A86,0,2024-06-01
A86,0,2024-07-01
A86,0,2024-08-01
A86,47,2024-09-01
A86,33,2024-10-01
A86,30,2024-11-01
A86,24,2024-12-01
A87,0,2022-01-01
A87,468,2022-02-01
A87,0,2022-03-01
A87,0,2022-04-01
A87,0,2022-05-01
A87,0,2022-06-01
A87,0,2022-07-01
A87,0,2022-08-01
A87,0,2022-09-01
A87,0,2022-10-01
A87,0,2022-11-01
A87,0,2022-12-01
A87,0,2023-01-01
A87,0,2023-02-01
A87,0,2023-03-01
A87,0,2023-04-01
A87,0,2023-05-01
A87,0,2023-06-01
A87,0,2023-07-01
A87,0,2023-08-01
A87,0,2023-09-01
A87,0,2023-10-01
A87,0,2023-11-01
A87,0,2023-12-01
A87,0,2024-01-01
A87,0,2024-02-01
A87,0,2024-03-01
A87,0,2024-04-01
A87,0,2024-05-01
A87,0,2024-06-01
A87,0,2024-07-01
A87,0,2024-08-01
A87,0,2024-09-01
A87,0,2024-10-01
A87,0,2024-11-01
A87,0,2024-12-01
A88,739,2022-01-01
A88,3450,2022-02-01
A88,19897,2022-03-01
A88,17063,2022-04-01
A88,16201,2022-05-01
A88,15215,2022-06-01
A88,19650,2022-07-01
A88,8439,2022-08-01
A88,2587,2022-09-01
A88,2033,2022-10-01
A88,1971,2022-11-01
A88,616,2022-12-01
A88,12998,2023-01-01
A88,10965,2023-02-01
A88,5113,2023-03-01
A88,18973,2023-04-01
A88,13059,2023-05-01
A88,15400,2023-06-01
A88,12443,2023-07-01
A88,11581,2023-08-01
A88,17864,2023-09-01
A88,3450,2023-10-01
A88,10349,2023-11-01
A88,7392,2023-12-01
A88,13121,2024-01-01
A88,18850,2024-02-01
A88,27474,2024-03-01
A88,19219,2024-04-01
A88,29075,2024-05-01
A88,39239,2024-06-01
A88,37268,2024-07-01
A88,21806,2024-08-01
A88,12197,2024-09-01
A88,23038,2024-10-01
A88,22854,2024-11-01
A88,18234,2024-12-01
A89,3293,2022-01-01
A89,19891,2022-02-01
A89,84672,2022-03-01
A89,48048,2022-04-01
A89,43411,2022-05-01
A89,24730,2022-06-01
A89,34070,2022-07-01
A89,5242,2022-08-01
A89,36893,2022-09-01
A89,12230,2022-10-01
A89,4637,2022-11-01
A89,2150,2022-12-01
A89,26477,2023-01-01
A89,43680,2023-02-01
A89,75667,2023-03-01
A89,81446,2023-04-01
A89,37498,2023-05-01
A89,70896,2023-06-01
A89,23654,2023-07-01
A89,14045,2023-08-01
A89,2957,2023-09-01
A89,1478,2023-10-01
A89,15658,2023-11-01
A89,28627,2023-12-01
A89,37363,2024-01-01
A89,61219,2024-02-01
A89,63706,2024-03-01
A89,32659,2024-04-01
A89,58598,2024-05-01
A89,41261,2024-06-01
A89,39312,2024-07-01
A89,35616,2024-08-01
A89,10550,2024-09-01
A89,67402,2024-10-01
A89,73920,2024-11-01
A89,50938,2024-12-01
A90,696,2022-01-01
A90,16704,2022-02-01
A90,50738,2022-03-01
A90,13850,2022-04-01
A90,23873,2022-05-01
A90,16356,2022-06-01
A90,27422,2022-07-01
A90,13015,2022-08-01
A90,66190,2022-09-01
A90,35844,2022-10-01
A90,17400,2022-11-01
A90,8074,2022-12-01
A90,18235,2023-01-01
A90,38210,2023-02-01
A90,62640,2023-03-01
A90,66468,2023-04-01
A90,30902,2023-05-01
A90,33199,2023-06-01
A90,5916,2023-07-01
A90,16217,2023-08-01
A90,557,2023-09-01
A90,16008,2023-10-01
A90,49694,2023-11-01
A90,80179,2023-12-01
A90,139548,2024-01-01
A90,154721,2024-02-01
A90,181238,2024-03-01
A90,182630,2024-04-01
A90,206225,2024-05-01
A90,194671,2024-06-01
A90,161542,2024-07-01
A90,107532,2024-08-01
A90,75098,2024-09-01
A90,22550,2024-10-01
A90,32016,2024-11-01
A90,12528,2024-12-01
A91,2413,2022-01-01
A91,6240,2022-02-01
A91,29286,2022-03-01
A91,25293,2022-04-01
A91,27789,2022-05-01
A91,20883,2022-06-01
A91,28122,2022-07-01
A91,15558,2022-08-01
A91,8320,2022-09-01
A91,4576,2022-10-01
A91,2579,2022-11-01
A91,24294,2022-12-01
A91,21216,2023-01-01
A91,32781,2023-02-01
A91,42682,2023-03-01
A91,50336,2023-04-01
A91,44096,2023-05-01
A91,35194,2023-06-01
A91,22048,2023-07-01
A91,4493,2023-08-01
A91,1248,2023-09-01
A91,1414,2023-10-01
A91,11149,2023-11-01
A91,9402,2023-12-01
A91,12646,2024-01-01
A91,17056,2024-02-01
A91,22381,2024-03-01
A91,14144,2024-04-01
A91,25210,2024-05-01
A91,36500,2024-06-01
A91,53722,2024-07-01
A91,43572,2024-08-01
A91,26183,2024-09-01
A91,12954,2024-10-01
A91,7654,2024-11-01
A91,6157,2024-12-01
A92,7440,2022-01-01
A92,7142,2022-02-01
A92,6944,2022-03-01
A92,1290,2022-04-01
A92,10614,2022-05-01
A92,6051,2022-06-01
A92,7043,2022-07-01
A92,1587,2022-08-01
A92,25395,2022-09-01
A92,14086,2022-10-01
A92,2480,2022-11-01
A92,22122,2022-12-01
A92,20038,2023-01-01
A92,25693,2023-02-01
A92,42259,2023-03-01
A92,32934,2023-04-01
A92,4464,2023-05-01
A92,14384,2023-06-01
A92,12301,2023-07-01
A92,18550,2023-08-01
A92,20237,2023-09-01
A92,9821,2023-10-01
A92,31942,2023-11-01
A92,16467,2023-12-01
A92,19642,2024-01-01
A92,30355,2024-02-01
A92,18848,2024-03-01
A92,15574,2024-04-01
A92,11904,2024-05-01
A92,14979,2024-06-01
A92,13293,2024-07-01
A92,21626,2024-08-01
A92,9722,2024-09-01
A92,27181,2024-10-01
A92,8333,2024-11-01
A92,1488,2024-12-01
A93,17130,2022-01-01
A93,10378,2022-02-01
A93,1012,2022-03-01
A93,0,2022-04-01
A93,2190,2022-05-01
A93,6845,2022-06-01
A93,9200,2022-07-01
A93,11666,2022-08-01
A93,4195,2022-09-01
A93,534,2022-10-01
A93,6330,2022-11-01
A93,18216,2022-12-01
A93,11813,2023-01-01
A93,2686,2023-02-01
A93,15364,2023-03-01
A93,27490,2023-04-01
A93,11426,2023-05-01
A93,5023,2023-06-01
A93,497,2023-07-01
A93,5759,2023-08-01
A93,2061,2023-09-01
A93,22540,2023-10-01
A93,17848,2023-11-01
A93,29698,2023-12-01
A93,56470,2024-01-01
A93,60278,2024-02-01
A93,83683,2024-03-01
A93,59874,2024-04-01
A93,44546,2024-05-01
A93,37702,2024-06-01
A93,79782,2024-07-01
A93,55255,2024-08-01
A93,43387,2024-09-01
A93,28722,2024-10-01
A93,24049,2024-11-01
A93,45816,2024-12-01
A94,15941,2022-01-01
A94,19057,2022-02-01
A94,230,2022-03-01
A94,295,2022-04-01
A94,18138,2022-05-01
A94,11841,2022-06-01
A94,24108,2022-07-01
A94,41689,2022-08-01
A94,33358,2022-09-01
A94,5182,2022-10-01
A94,21418,2022-11-01
A94,8266,2022-12-01
A94,1345,2023-01-01
A94,230,2023-02-01
A94,25289,2023-03-01
A94,57039,2023-04-01
A94,15744,2023-05-01
A94,8430,2023-06-01
A94,230,2023-07-01
A94,34604,2023-08-01
A94,2985,2023-09-01
A94,16203,2023-10-01
A94,59434,2023-11-01
A94,79507,2023-12-01
A94,121688,2024-01-01
A94,140089,2024-02-01
A94,219924,2024-03-01
A94,159310,2024-04-01
A94,112045,2024-05-01
A94,88626,2024-06-01
A94,134611,2024-07-01
A94,82000,2024-08-01
A94,65108,2024-09-01
A94,16138,2024-10-01
A94,46314,2024-11-01
A94,52874,2024-12-01
A95,332,2022-01-01
A95,318,2022-02-01
A95,278,2022-03-01
A95,262,2022-04-01
A95,92,2022-05-01
A95,90,2022-06-01
A95,81,2022-07-01
A95,72,2022-08-01
A95,5,2022-09-01
A95,0,2022-10-01
A95,0,2022-11-01
A95,139,2022-12-01
A95,124,2023-01-01
A95,122,2023-02-01
A95,122,2023-03-01
A95,0,2023-04-01
A95,113,2023-05-01
A95,0,2023-06-01
A95,104,2023-07-01
A95,94,2023-08-01
A95,91,2023-09-01
A95,0,2023-10-01
A95,0,2023-11-01
A95,0,2023-12-01
A95,0,2024-01-01
A95,0,2024-02-01
A95,0,2024-03-01
A95,0,2024-04-01
A95,0,2024-05-01
A95,0,2024-06-01
A95,0,2024-07-01
A95,0,2024-08-01
A95,0,2024-09-01
A95,0,2024-10-01
A95,0,2024-11-01
A95,91,2024-12-01
A96,469,2022-01-01
A96,444,2022-02-01
A96,418,2022-03-01
A96,413,2022-04-01
A96,395,2022-05-01
A96,371,2022-06-01
A96,354,2022-07-01
A96,341,2022-08-01
A96,338,2022-09-01
A96,326,2022-10-01
A96,273,2022-11-01
A96,268,2022-12-01
A96,213,2023-01-01
A96,200,2023-02-01
A96,187,2023-03-01
A96,165,2023-04-01
A96,0,2023-05-01
A96,162,2023-06-01
A96,45,2023-07-01
A96,170,2023-08-01
A96,141,2023-09-01
A96,134,2023-10-01
A96,222,2023-11-01
A96,196,2023-12-01
A96,165,2024-01-01
A96,113,2024-02-01
A96,70,2024-03-01
A96,24,2024-04-01
A96,9,2024-05-01
A96,0,2024-06-01
A96,0,2024-07-01
A96,258,2024-08-01
A96,240,2024-09-01
A96,231,2024-10-01
A96,0,2024-11-01
A96,225,2024-12-01
A97,154,2022-01-01
A97,136,2022-02-01
A97,110,2022-03-01
A97,103,2022-04-01
A97,99,2022-05-01
A97,99,2022-06-01
A97,0,2022-07-01
A97,59,2022-08-01
A97,28,2022-09-01
A97,24,2022-10-01
A97,20,2022-11-01
A97,131,2022-12-01
A97,111,2023-01-01
A97,0,2023-02-01
A97,88,2023-03-01
A97,71,2023-04-01
A97,37,2023-05-01
A97,33,2023-06-01
A97,30,2023-07-01
A97,13,2023-08-01
A97,2,2023-09-01
A97,0,2023-10-01
A97,0,2023-11-01
A97,0,2023-12-01
A97,0,2024-01-01
A97,0,2024-02-01
A97,0,2024-03-01
A97,0,2024-04-01
A97,0,2024-05-01
A97,0,2024-06-01
A97,0,2024-07-01
A97,0,2024-08-01
A97,0,2024-09-01
A97,0,2024-10-01
A97,0,2024-11-01
A97,0,2024-12-01
A98,221,2022-01-01
A98,171,2022-02-01
A98,158,2022-03-01
A98,141,2022-04-01
A98,116,2022-05-01
A98,52,2022-06-01
A98,22,2022-07-01
A98,17,2022-08-01
A98,7,2022-09-01
A98,5,2022-10-01
A98,1,2022-11-01
A98,173,2022-12-01
A98,125,2023-01-01
A98,111,2023-02-01
A98,39,2023-03-01
A98,33,2023-04-01
A98,32,2023-05-01
A98,0,2023-06-01
A98,0,2023-07-01
A98,126,2023-08-01
A98,95,2023-09-01
A98,50,2023-10-01
A98,120,2023-11-01
A98,89,2023-12-01
A98,67,2024-01-01
A98,41,2024-02-01
A98,32,2024-03-01
A98,0,2024-04-01
A98,0,2024-05-01
A98,0,2024-06-01
A98,0,2024-07-01
A98,221,2024-08-01
A98,217,2024-09-01
A98,188,2024-10-01
A98,178,2024-11-01
A98,173,2024-12-01
A99,26,2022-01-01
A99,3,2022-02-01
A99,0,2022-03-01
A99,0,2022-04-01
A99,0,2022-05-01
A99,0,2022-06-01
A99,0,2022-07-01
A99,61,2022-08-01
A99,51,2022-09-01
A99,0,2022-10-01
A99,30,2022-11-01
A99,65,2022-12-01
A99,57,2023-01-01
A99,44,2023-02-01
A99,26,2023-03-01
A99,17,2023-04-01
A99,0,2023-05-01
A99,0,2023-06-01
A99,0,2023-07-01
A99,122,2023-08-01
A99,108,2023-09-01
A99,63,2023-10-01
A99,167,2023-11-01
A99,155,2023-12-01
A99,130,2024-01-01
A99,19,2024-02-01
A99,0,2024-03-01
A99,0,2024-04-01
A99,0,2024-05-01
A99,0,2024-06-01
A99,0,2024-07-01
A99,122,2024-08-01
A99,110,2024-09-01
A99,103,2024-10-01
A99,0,2024-11-01
A99,90,2024-12-01
A100,0,2022-01-01
A100,0,2022-02-01
